,,,,,,"<Results of SALOME, time limit of 20 sec.>",,,"<Results of 10,000 runs of random search (with maximum load rule)>",,,,,<Graph structure measures>,,,,,,,,,,,<Times structure measures>,,,,,,,,,,,,,
93,instance_n=20_93,BN,0.6,peak in the middle,very tricky,13,13,13,1,13, 0.008 , 0.008 , 0.993 , 0.505 ,1.2,9, 0.690 , 0.667 , 0.200 , 2.00 ,0.05,9, 3.33 , 0.25 ,1000, 10.465 ,0.334,0.695,0.096,,,,,,,,,
94,instance_n=20_94,BN,0.6,peak in the middle,extremely tricky,10,10,10,1,10, 0.002 , 0.002 , 0.998 , 0.505 ,1.4,8, 0.645 , 0.645 , -   , -   ,0.05,8, 3.33 , 0.15 ,1000, 9.224 ,0.143,0.618,0.124,,,,,,,,,
95,instance_n=20_95,BN,0.6,peak in the middle,tricky,12,12,12,1,12, 0.357 , 0.357 , 0.643 , 0.521 ,1.2,10, 0.741 , 0.645 , 0.100 , 2.00 ,0.05,10, 3.33 , 0.15 ,1000, 9.527 ,0.191,0.802,0.132,,,,,,,,,
96,instance_n=20_96,BN,0.6,peak in the middle,extremely tricky,10,10,10,0,11, 0.169 , <0.0001 , >0.9999 , 0.505 ,1.5,9, 0.625 , 0.571 , -   , -   ,0.05,9, 3.33 , 0.10 ,1000, 9.537 ,0.146,0.706,0.125,,,,,,,,,
97,instance_n=20_97,BN,0.6,peak in the middle,open (not known yet),"[13,15]",13,15,0,15, 0.448 , <0.0001 , >0.9999 , 0.521 ,1.05,9, 0.833 , 0.690 , 0.200 , 2.00 ,0.05,9, 3.33 , 0.15 ,1000, 10.460 ,0.281,0.732,0.128,,,,,,,,,
98,instance_n=20_98,BN,0.6,peak in the middle,very tricky,13,13,13,1,13, 0.011 , 0.011 , 0.989 , 0.505 ,1.25,10, 0.714 , 0.645 , -   , -   ,0.05,10, 3.33 , 0.15 ,1000, 10.293 ,0.136,0.681,0.119,,,,,,,,,
99,instance_n=20_99,BN,0.6,peak in the middle,tricky,12,12,12,1,12, 0.264 , 0.264 , 0.736 , 0.505 ,1.35,11, 0.690 , 0.606 , -   , -   ,0.05,11, 3.33 , 0.10 ,1000, 10.219 ,0.285,0.73,0.102,,,,,,,,,
100,instance_n=20_100,BN,0.6,peak in the middle,tricky,11,11,11,1,11, 0.305 , 0.305 , 0.695 , 0.526 ,1.25,9, 0.690 , 0.645 , -   , -   ,0.1,7, 3.33 , 0.20 ,1000, 9.448 ,0.346,0.729,0.099,,,,,,,,,
101,instance_n=20_101,BN,0.6,peak in the middle,less tricky,13,13,13,1,13, 0.974 , 0.974 , 0.027 , 0.526 ,1,10, 0.833 , 0.741 , 0.400 , 2.00 ,0.05,10, 3.33 , 0.20 ,1000, 9.979 ,0.298,0.674,0.107,,,,,,,,,
102,instance_n=20_102,BN,0.6,peak in the middle,open (not known yet),"[11,13]",11,13,0,13, 0.703 , <0.0001 , >0.9999 , 0.605 ,1.15,9, 0.769 , 0.667 , 0.100 , 2.00 ,0.1,7.5, 3.33 , 0.15 ,1000, 10.067 ,0.29,0.699,0.12,,,,,,,,,
103,instance_n=20_103,BN,0.6,peak in the middle,tricky,12,12,12,1,12, 0.153 , 0.153 , 0.847 , 0.505 ,1.2,9, 0.741 , 0.667 , 0.100 , 2.00 ,0.05,9, 3.33 , 0.15 ,1000, 9.823 ,0.342,0.68,0.098,,,,,,,,,
104,instance_n=20_104,BN,0.6,peak in the middle,very tricky,11,11,11,1,11, 0.041 , 0.041 , 0.959 , 0.500 ,1.1,8, 0.800 , 0.690 , -   , -   ,0.05,8, 3.33 , 0.15 ,1000, 9.561 ,0.292,0.683,0.113,,,,,,,,,
105,instance_n=20_105,BN,0.6,peak in the middle,extremely tricky,12,12,12,1,12, 0.003 , 0.003 , 0.997 , 0.505 ,1.3,8, 0.667 , 0.625 , -   , -   ,0.05,8, 3.33 , 0.20 ,1000, 10.532 ,0.338,0.764,0.128,,,,,,,,,
106,instance_n=20_106,BN,0.6,peak in the middle,very tricky,10,10,10,1,10, 0.013 , 0.013 , 0.987 , 0.505 ,1,10, 0.870 , 0.714 , 0.300 , 2.00 ,0.05,10, 3.33 , 0.15 ,1000, 9.330 ,0.224,0.688,0.115,,,,,,,,,
107,instance_n=20_107,BN,0.6,peak in the middle,tricky,14,14,14,1,14, 0.438 , 0.438 , 0.562 , 0.521 ,1.45,10, 0.625 , 0.588 , -   , -   ,0.05,10, 3.33 , 0.15 ,1000, 10.770 ,0.356,0.777,0.119,,,,,,,,,
108,instance_n=20_108,BN,0.6,peak in the middle,less tricky,15,15,15,1,15, 0.708 , 0.708 , 0.292 , 0.500 ,1.1,9, 0.800 , 0.645 , 0.100 , 2.00 ,0.05,9, 3.33 , 0.15 ,1000, 10.672 ,0.368,0.684,0.086,,,,,,,,,
109,instance_n=20_109,BN,0.6,peak in the middle,extremely tricky,12,12,12,1,12, 0.000 , 0.000 , 1.000 , 0.500 ,1.35,10, 0.667 , 0.606 , -   , -   ,0.05,10, 3.33 , 0.15 ,1000, 10.183 ,0.289,0.716,0.108,,,,,,,,,
110,instance_n=20_110,BN,0.6,peak in the middle,extremely tricky,11,11,11,1,11, 0.001 , 0.001 , 0.999 , 0.516 ,1.2,10, 0.714 , 0.625 , -   , -   ,0.05,10, 3.33 , 0.20 ,1000, 9.743 ,0.114,0.718,0.142,,,,,,,,,
111,instance_n=20_111,BN,0.6,peak in the middle,extremely tricky,13,13,13,1,13, 0.001 , 0.001 , 1.000 , 0.521 ,1.2,10, 0.769 , 0.645 , 0.200 , 2.00 ,0.05,10, 3.33 , 0.10 ,1000, 10.295 ,0.284,0.679,0.108,,,,,,,,,
112,instance_n=20_112,BN,0.6,peak in the middle,very tricky,11,11,11,1,11, 0.024 , 0.024 , 0.977 , 0.500 ,1.2,9, 0.690 , 0.625 , -   , -   ,0.05,9, 3.33 , 0.25 ,1000, 9.815 ,0.236,0.695,0.117,,,,,,,,,
113,instance_n=20_113,BN,0.6,peak in the middle,tricky,12,12,12,1,12, 0.198 , 0.198 , 0.802 , 0.516 ,1.1,10, 0.833 , 0.645 , -   , -   ,0.05,10, 3.33 , 0.10 ,1000, 9.741 ,0.242,0.634,0.097,,,,,,,,,
114,instance_n=20_114,BN,0.6,peak in the middle,tricky,13,13,13,1,13, 0.080 , 0.080 , 0.921 , 0.505 ,1.35,8, 0.667 , 0.588 , -   , -   ,0.05,8, 3.33 , 0.15 ,1000, 10.203 ,0.27,0.644,0.101,,,,,,,,,
115,instance_n=20_115,BN,0.6,peak in the middle,extremely tricky,11,11,11,1,11, 0.004 , 0.004 , 0.996 , 0.500 ,1.25,10, 0.690 , 0.667 , -   , -   ,0.05,10, 3.33 , 0.20 ,1000, 9.661 ,0.144,0.716,0.142,,,,,,,,,
116,instance_n=20_116,BN,0.6,bimodal,less tricky,5,5,5,1,5, 0.843 , 0.843 , 0.157 , 0.505 ,1.2,8, 0.769 , 0.625 , -   , -   ,0.05,8, 3.33 , 0.10 ,1000, 4.592 ,0.053,0.566,0.156,,,,,,,,,
117,instance_n=20_117,BN,0.6,bimodal,tricky,5,5,5,1,5, 0.239 , 0.239 , 0.761 , 0.511 ,1.25,9, 0.690 , 0.645 , -   , -   ,0.05,9, 3.33 , 0.20 ,1000, 4.641 ,0.029,0.514,0.142,,,,,,,,,
118,instance_n=20_118,BN,0.6,bimodal,less tricky,5,5,5,1,5, 0.686 , 0.686 , 0.314 , 0.500 ,1.4,9, 0.645 , 0.625 , -   , -   ,0.05,9, 3.33 , 0.15 ,1000, 4.546 ,0.03,0.549,0.18,,,,,,,,,
119,instance_n=20_119,BN,0.6,bimodal,very tricky,6,6,6,1,6, 0.012 , 0.012 , 0.988 , 0.526 ,1.1,10, 0.800 , 0.714 , 0.400 , 2.00 ,0.05,10, 3.33 , 0.15 ,1000, 5.779 ,0.021,0.568,0.188,,,,,,,,,
120,instance_n=20_120,BN,0.6,bimodal,tricky,6,6,6,1,6, 0.453 , 0.453 , 0.547 , 0.500 ,1.35,10, 0.645 , 0.606 , -   , -   ,0.05,10, 3.33 , 0.20 ,1000, 5.485 ,0.046,0.561,0.16,,,,,,,,,
121,instance_n=20_121,BN,0.6,bimodal,very tricky,5,5,5,1,5, 0.007 , 0.007 , 0.993 , 0.521 ,1.1,8, 0.769 , 0.690 , 0.100 , 2.00 ,0.05,8, 3.33 , 0.20 ,1000, 4.888 ,0.03,0.635,0.169,,,,,,,,,
122,instance_n=20_122,BN,0.6,bimodal,less tricky,6,6,6,1,6, 0.810 , 0.810 , 0.190 , 0.500 ,1.4,9, 0.679 , 0.571 , -   , -   ,0.05,9, 3.33 , 0.05 ,1000, 5.277 ,0.048,0.571,0.161,,,,,,,,,
123,instance_n=20_123,BN,0.6,bimodal,less tricky,5,5,5,1,5, 0.742 , 0.742 , 0.258 , 0.500 ,1.3,8, 0.690 , 0.606 , -   , -   ,0.05,8, 3.33 , 0.15 ,1000, 4.514 ,0.036,0.599,0.18,,,,,,,,,
124,instance_n=20_124,BN,0.6,bimodal,less tricky,5,5,5,1,5, 0.978 , 0.978 , 0.022 , 0.516 ,1.2,8, 0.769 , 0.667 , -   , -   ,0.05,8, 3.33 , 0.10 ,1000, 4.226 ,0.027,0.519,0.133,,,,,,,,,
125,instance_n=20_125,BN,0.6,bimodal,less tricky,5,5,5,1,5, 1.000 , 1.000 , 0.000 , 0.500 ,1.4,8, 0.645 , 0.606 , 0.100 , 2.00 ,0.05,8, 3.33 , 0.15 ,1000, 4.231 ,0.024,0.461,0.127,,,,,,,,,
126,instance_n=20_126,BN,0.6,bimodal,less tricky,5,5,5,1,5, 0.986 , 0.986 , 0.015 , 0.532 ,1.15,8, 0.769 , 0.667 , 0.100 , 2.00 ,0.05,8, 3.33 , 0.15 ,1000, 4.411 ,0.054,0.543,0.169,,,,,,,,,
127,instance_n=20_127,BN,0.6,bimodal,less tricky,4,4,4,1,4, 0.738 , 0.738 , 0.262 , 0.500 ,1.2,8, 0.741 , 0.667 , -   , -   ,0.05,8, 3.33 , 0.15 ,1000, 3.634 ,0.026,0.515,0.13,,,,,,,,,
128,instance_n=20_128,BN,0.6,bimodal,less tricky,5,5,5,1,5, 0.761 , 0.761 , 0.239 , 0.532 ,1.25,10, 0.760 , 0.625 , 0.100 , 2.00 ,0.05,10, 3.33 , 0.05 ,1000, 4.615 ,0.023,0.554,0.149,,,,,,,,,
129,instance_n=20_129,BN,0.6,bimodal,tricky,5,5,5,1,5, 0.223 , 0.223 , 0.777 , 0.511 ,1.05,9, 0.833 , 0.714 , 0.400 , 2.00 ,0.05,9, 3.33 , 0.15 ,1000, 4.639 ,0.026,0.527,0.171,,,,,,,,,
130,instance_n=20_130,BN,0.6,bimodal,less tricky,6,6,6,1,6, 0.559 , 0.559 , 0.441 , 0.500 ,1.1,10, 0.769 , 0.690 , 0.100 , 2.00 ,0.05,10, 3.33 , 0.20 ,1000, 5.381 ,0.036,0.566,0.158,,,,,,,,,
131,instance_n=20_131,BN,0.6,bimodal,tricky,7,7,7,1,7, 0.113 , 0.113 , 0.887 , 0.500 ,1.1,8, 0.800 , 0.714 , 0.300 , 2.00 ,0.05,8, 3.33 , 0.15 ,1000, 6.542 ,0.033,0.606,0.179,,,,,,,,,
132,instance_n=20_132,BN,0.6,bimodal,less tricky,4,4,4,1,4, 0.762 , 0.762 , 0.238 , 0.500 ,1.15,8, 0.769 , 0.690 , 0.200 , 2.00 ,0.05,8, 3.33 , 0.15 ,1000, 3.614 ,0.051,0.473,0.123,,,,,,,,,
133,instance_n=20_133,BN,0.6,bimodal,less tricky,5,5,5,1,5, 0.994 , 0.994 , 0.006 , 0.516 ,1.1,9, 0.833 , 0.690 , 0.400 , 2.00 ,0.05,9, 3.33 , 0.10 ,1000, 4.580 ,0.037,0.621,0.155,,,,,,,,,
134,instance_n=20_134,BN,0.6,bimodal,less tricky,6,6,6,1,6, 0.970 , 0.970 , 0.030 , 0.526 ,1.1,10, 0.769 , 0.714 , 0.200 , 2.00 ,0.05,10, 3.33 , 0.20 ,1000, 5.262 ,0.073,0.585,0.138,,,,,,,,,
135,instance_n=20_135,BN,0.6,bimodal,less tricky,6,6,6,1,6, 0.978 , 0.978 , 0.022 , 0.505 ,1.35,8, 0.645 , 0.625 , -   , -   ,0.05,8, 3.33 , 0.20 ,1000, 5.041 ,0.034,0.551,0.161,,,,,,,,,
136,instance_n=20_136,BN,0.6,bimodal,less tricky,6,6,6,1,6, 0.946 , 0.946 , 0.054 , 0.537 ,1.1,8, 0.769 , 0.690 , 0.100 , 2.00 ,0.1,7, 3.33 , 0.20 ,1000, 4.946 ,0.021,0.565,0.163,,,,,,,,,
137,instance_n=20_137,BN,0.6,bimodal,tricky,5,5,5,1,5, 0.269 , 0.269 , 0.731 , 0.500 ,1.4,8, 0.625 , 0.606 , 0.100 , 2.00 ,0.05,8, 3.33 , 0.20 ,1000, 4.677 ,0.022,0.635,0.175,,,,,,,,,
138,instance_n=20_138,BN,0.6,bimodal,very tricky,5,5,5,1,5, 0.037 , 0.037 , 0.963 , 0.553 ,1,10, 0.833 , 0.769 , 0.550 , 2.20 ,0.05,10, 3.33 , 0.20 ,1000, 4.852 ,0.027,0.51,0.155,,,,,,,,,
139,instance_n=20_139,BN,0.6,bimodal,very tricky,5,5,5,1,5, 0.017 , 0.017 , 0.983 , 0.532 ,1,9, 0.833 , 0.769 , 0.550 , 2.20 ,0.05,9, 3.33 , 0.20 ,1000, 4.818 ,0.045,0.514,0.152,,,,,,,,,
140,instance_n=20_140,BN,0.6,bimodal,tricky,5,5,5,1,5, 0.062 , 0.062 , 0.938 , 0.500 ,1.4,8, 0.667 , 0.571 , -   , -   ,0.05,8, 3.33 , 0.10 ,1000, 4.763 ,0.05,0.472,0.14,,,,,,,,,
141,instance_n=20_141,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.601 , 0.601 , 0.399 , 0.200 ,0.8,3, 1.000 , 0.870 , 0.550 , 3.67 ,0,0, 4.00 , 0.20 ,1000, 2.908 ,0.024,0.315,0.085,,,,,,,,,
142,instance_n=20_142,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.977 , 0.977 , 0.023 , 0.189 ,0.8,3, 0.952 , 0.870 , 0.600 , 3.00 ,0,0, 4.00 , 0.25 ,1000, 2.808 ,0.023,0.27,0.065,,,,,,,,,
143,instance_n=20_143,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.400 , 0.400 , 0.600 , 0.221 ,0.85,3, 0.952 , 0.870 , 0.600 , 3.00 ,0,0, 4.00 , 0.20 ,1000, 2.934 ,0.029,0.286,0.069,,,,,,,,,
144,instance_n=20_144,CH,0.2,peak at the bottom,less tricky,4,4,4,1,4, 1.000 , 1.000 , 0.000 , 0.200 ,0.9,3, 0.909 , 0.870 , 0.650 , 2.60 ,0,0, 4.00 , 0.20 ,1000, 3.507 ,0.065,0.314,0.068,,,,,,,,,
145,instance_n=20_145,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.077 , 0.077 , 0.923 , 0.216 ,0.85,3, 0.952 , 0.870 , 0.650 , 2.60 ,0,0, 4.00 , 0.20 ,1000, 2.966 ,0.037,0.354,0.073,,,,,,,,,
146,instance_n=20_146,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.988 , 0.988 , 0.012 , 0.211 ,0.8,5, 1.000 , 0.870 , 0.850 , 2.83 ,0,0, 4.00 , 0.20 ,1000, 2.672 ,0.027,0.3,0.076,,,,,,,,,
147,instance_n=20_147,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.904 , 0.904 , 0.096 , 0.163 ,0.7,3, 1.000 , 0.909 , 0.750 , 2.14 ,0,0, 4.00 , 0.30 ,1000, 2.857 ,0.045,0.298,0.06,,,,,,,,,
148,instance_n=20_148,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.895 , 0.895 , 0.105 , 0.189 ,0.75,3, 1.000 , 0.909 , 0.700 , 3.50 ,0,0, 4.00 , 0.25 ,1000, 2.852 ,0.022,0.252,0.065,,,,,,,,,
149,instance_n=20_149,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.292 , 0.292 , 0.708 , 0.189 ,0.75,5, 1.000 , 0.870 , 0.700 , 3.50 ,0,0, 4.00 , 0.25 ,1000, 2.938 ,0.043,0.317,0.071,,,,,,,,,
150,instance_n=20_150,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.128 , 0.128 , 0.872 , 0.226 ,0.95,5, 0.909 , 0.833 , 0.700 , 2.33 ,0,0, 4.00 , 0.15 ,1000, 2.962 ,0.022,0.379,0.08,,,,,,,,,
151,instance_n=20_151,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.826 , 0.826 , 0.174 , 0.184 ,0.75,4, 1.000 , 0.833 , 0.600 , 3.00 ,0,0, 4.00 , 0.25 ,1000, 2.870 ,0.056,0.335,0.076,,,,,,,,,
152,instance_n=20_152,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.997 , 0.997 , 0.003 , 0.221 ,0.85,5, 0.952 , 0.769 , 0.400 , 2.00 ,0,0, 4.00 , 0.20 ,1000, 2.781 ,0.028,0.307,0.082,,,,,,,,,
153,instance_n=20_153,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.422 , 0.422 , 0.578 , 0.174 ,0.8,4, 1.000 , 0.800 , 0.600 , 2.00 ,0,0, 4.00 , 0.20 ,1000, 2.940 ,0.023,0.278,0.076,,,,,,,,,
154,instance_n=20_154,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.921 , 0.921 , 0.080 , 0.211 ,0.8,3, 1.000 , 0.870 , 0.800 , 2.67 ,0,0, 4.00 , 0.20 ,1000, 2.859 ,0.025,0.347,0.085,,,,,,,,,
155,instance_n=20_155,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.996 , 0.996 , 0.004 , 0.211 ,0.85,3, 1.000 , 0.833 , 0.600 , 3.00 ,0,0, 4.00 , 0.15 ,1000, 2.735 ,0.034,0.284,0.061,,,,,,,,,
156,instance_n=20_156,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.999 , 0.999 , 0.001 , 0.184 ,0.8,3, 1.000 , 0.870 , 0.700 , 2.80 ,0,0, 4.00 , 0.20 ,1000, 2.785 ,0.027,0.321,0.071,,,,,,,,,
157,instance_n=20_157,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.993 , 0.993 , 0.007 , 0.147 ,0.7,2, 1.000 , 0.870 , 0.600 , 3.00 ,0,0, 4.00 , 0.30 ,1000, 2.823 ,0.031,0.292,0.074,,,,,,,,,
158,instance_n=20_158,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.727 , 0.727 , 0.273 , 0.195 ,0.7,4, 1.000 , 0.833 , 0.450 , 3.00 ,0,0, 4.00 , 0.30 ,1000, 2.924 ,0.034,0.279,0.071,,,,,,,,,
159,instance_n=20_159,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.868 , 0.868 , 0.132 , 0.247 ,0.85,5, 0.952 , 0.870 , 0.800 , 2.67 ,0,0, 4.00 , 0.20 ,1000, 2.781 ,0.027,0.282,0.075,,,,,,,,,
160,instance_n=20_160,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.147 , 0.147 , 0.853 , 0.232 ,0.95,4, 0.909 , 0.800 , 0.700 , 2.33 ,0,0, 4.00 , 0.15 ,1000, 2.969 ,0.022,0.336,0.089,,,,,,,,,
161,instance_n=20_161,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.392 , 0.392 , 0.609 , 0.163 ,0.75,2, 1.000 , 0.952 , 0.900 , 3.60 ,0,0, 4.00 , 0.25 ,1000, 2.940 ,0.039,0.346,0.069,,,,,,,,,
162,instance_n=20_162,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.999 , 0.999 , 0.001 , 0.179 ,0.8,3, 1.000 , 0.833 , 0.550 , 3.67 ,0,0, 4.00 , 0.20 ,1000, 2.766 ,0.03,0.373,0.081,,,,,,,,,
163,instance_n=20_163,CH,0.2,peak at the bottom,tricky,3,3,3,1,3, 0.233 , 0.233 , 0.767 , 0.263 ,0.95,3, 0.952 , 0.800 , 0.500 , 2.50 ,0,0, 4.00 , 0.10 ,1000, 2.964 ,0.046,0.29,0.068,,,,,,,,,
164,instance_n=20_164,CH,0.2,peak at the bottom,less tricky,4,4,4,1,4, 1.000 , 1.000 , 0.000 , 0.232 ,0.9,5, 0.909 , 0.833 , 0.650 , 2.17 ,0,0, 4.00 , 0.20 ,1000, 3.456 ,0.037,0.347,0.087,,,,,,,,,
165,instance_n=20_165,CH,0.2,peak at the bottom,less tricky,3,3,3,1,3, 0.815 , 0.815 , 0.185 , 0.200 ,0.85,3, 0.909 , 0.909 , 0.650 , 2.60 ,0,0, 4.00 , 0.25 ,1000, 2.865 ,0.033,0.299,0.075,,,,,,,,,
166,instance_n=20_166,CH,0.2,peak in the middle,tricky,12,12,12,1,12, 0.118 , 0.118 , 0.882 , 0.226 ,0.8,5, 0.952 , 0.833 , 0.550 , 2.75 ,0,0, 4.00 , 0.25 ,1000, 10.257 ,0.275,0.708,0.122,,,,,,,,,
167,instance_n=20_167,CH,0.2,peak in the middle,tricky,11,11,11,1,11, 0.145 , 0.145 , 0.855 , 0.200 ,0.9,4, 0.952 , 0.833 , 0.750 , 3.00 ,0,0, 4.00 , 0.15 ,1000, 9.497 ,0.211,0.67,0.11,,,,,,,,,
168,instance_n=20_168,CH,0.2,peak in the middle,extremely tricky,10,10,10,1,10, 0.000 , 0.000 , 1.000 , 0.179 ,0.75,4, 1.000 , 0.870 , 0.650 , 3.25 ,0,0, 4.00 , 0.25 ,1000, 9.512 ,0.204,0.706,0.135,,,,,,,,,
169,instance_n=20_169,CH,0.2,peak in the middle,very tricky,11,11,11,1,11, 0.006 , 0.006 , 0.994 , 0.184 ,0.8,4, 1.000 , 0.833 , 0.600 , 3.00 ,0,0, 4.00 , 0.20 ,1000, 9.448 ,0.047,0.641,0.134,,,,,,,,,
170,instance_n=20_170,CH,0.2,peak in the middle,very tricky,11,11,11,1,11, 0.009 , 0.009 , 0.991 , 0.147 ,0.75,3, 0.952 , 0.909 , 0.600 , 3.00 ,0,0, 4.00 , 0.30 ,1000, 10.001 ,0.33,0.672,0.11,,,,,,,,,
171,instance_n=20_171,CH,0.2,peak in the middle,tricky,13,13,13,1,13, 0.284 , 0.284 , 0.716 , 0.153 ,0.7,2, 0.952 , 1.000 , 0.850 , 3.40 ,0,0, 4.00 , 0.35 ,1000, 10.414 ,0.365,0.727,0.104,,,,,,,,,
172,instance_n=20_172,CH,0.2,peak in the middle,very tricky,11,11,11,1,11, 0.015 , 0.015 , 0.985 , 0.195 ,0.8,3, 1.000 , 0.909 , 0.900 , 3.60 ,0,0, 4.00 , 0.20 ,1000, 9.979 ,0.325,0.801,0.111,,,,,,,,,
173,instance_n=20_173,CH,0.2,peak in the middle,extremely tricky,11,11,11,1,11, 0.002 , 0.002 , 0.999 , 0.189 ,0.85,4, 1.000 , 0.769 , 0.450 , 3.00 ,0,0, 4.00 , 0.15 ,1000, 10.059 ,0.315,0.716,0.097,,,,,,,,,
174,instance_n=20_174,CH,0.2,peak in the middle,extremely tricky,12,12,12,1,12, 0.004 , 0.004 , 0.996 , 0.226 ,0.85,3, 0.952 , 0.870 , 0.600 , 3.00 ,0,0, 4.00 , 0.20 ,1000, 10.408 ,0.382,0.726,0.099,,,,,,,,,
175,instance_n=20_175,CH,0.2,peak in the middle,very tricky,10,10,10,1,10, 0.012 , 0.012 , 0.988 , 0.253 ,0.9,5, 1.000 , 0.800 , 0.750 , 3.00 ,0,0, 4.00 , 0.10 ,1000, 9.509 ,0.32,0.646,0.099,,,,,,,,,
176,instance_n=20_176,CH,0.2,peak in the middle,tricky,11,11,11,1,11, 0.075 , 0.075 , 0.925 , 0.268 ,1.05,5, 0.905 , 0.769 , 0.650 , 2.60 ,0,0, 4.00 , 0.05 ,1000, 9.525 ,0.269,0.707,0.12,,,,,,,,,
177,instance_n=20_177,CH,0.2,peak in the middle,tricky,10,10,10,1,10, 0.312 , 0.312 , 0.689 , 0.200 ,0.8,3, 1.000 , 0.909 , 0.750 , 3.75 ,0,0, 4.00 , 0.20 ,1000, 8.674 ,0.278,0.629,0.1,,,,,,,,,
178,instance_n=20_178,CH,0.2,peak in the middle,very tricky,11,11,11,1,11, 0.019 , 0.019 , 0.981 , 0.189 ,0.8,4, 1.000 , 0.833 , 0.650 , 3.25 ,0,0, 4.00 , 0.20 ,1000, 9.919 ,0.327,0.645,0.076,,,,,,,,,
179,instance_n=20_179,CH,0.2,peak in the middle,very tricky,11,11,11,1,11, 0.017 , 0.017 , 0.983 , 0.195 ,0.85,4, 1.000 , 0.833 , 0.800 , 3.20 ,0,0, 4.00 , 0.15 ,1000, 10.019 ,0.361,0.726,0.072,,,,,,,,,
180,instance_n=20_180,CH,0.2,peak in the middle,tricky,13,13,13,1,13, 0.147 , 0.147 , 0.853 , 0.174 ,0.8,3, 1.000 , 0.870 , 0.850 , 2.83 ,0,0, 4.00 , 0.20 ,1000, 10.238 ,0.282,0.648,0.096,,,,,,,,,
181,instance_n=20_181,CH,0.2,peak in the middle,extremely tricky,11,11,11,1,11, 0.001 , 0.001 , 0.999 , 0.205 ,0.8,3, 1.000 , 0.909 , 0.700 , 3.50 ,0,0, 4.00 , 0.20 ,1000, 10.053 ,0.328,0.802,0.115,,,,,,,,,
182,instance_n=20_182,CH,0.2,peak in the middle,less tricky,11,11,11,1,11, 0.783 , 0.783 , 0.218 , 0.258 ,0.9,4, 0.952 , 0.833 , 0.600 , 2.40 ,0,0, 4.00 , 0.15 ,1000, 9.611 ,0.35,0.804,0.108,,,,,,,,,
183,instance_n=20_183,CH,0.2,peak in the middle,less tricky,13,13,13,1,13, 0.618 , 0.618 , 0.383 , 0.200 ,0.85,4, 0.909 , 0.800 , 0.500 , 2.00 ,0,0, 4.00 , 0.25 ,1000, 9.855 ,0.309,0.665,0.09,,,,,,,,,
184,instance_n=20_184,CH,0.2,peak in the middle,very tricky,12,12,12,1,12, 0.028 , 0.028 , 0.973 , 0.195 ,0.75,3, 1.000 , 0.952 , 0.800 , 4.00 ,0,0, 4.00 , 0.25 ,1000, 10.304 ,0.346,0.774,0.11,,,,,,,,,
185,instance_n=20_185,CH,0.2,peak in the middle,tricky,15,15,15,1,15, 0.310 , 0.310 , 0.691 , 0.216 ,0.8,4, 1.000 , 0.870 , 0.700 , 2.80 ,0,0, 4.00 , 0.20 ,1000, 10.853 ,0.362,0.734,0.081,,,,,,,,,
186,instance_n=20_186,CH,0.2,peak in the middle,tricky,14,14,14,1,14, 0.263 , 0.263 , 0.737 , 0.200 ,0.9,6, 1.000 , 0.769 , 0.700 , 3.50 ,0,0, 4.00 , 0.10 ,1000, 10.943 ,0.348,0.768,0.107,,,,,,,,,
187,instance_n=20_187,CH,0.2,peak in the middle,very tricky,10,10,10,1,10, 0.010 , 0.010 , 0.990 , 0.226 ,0.9,3, 0.952 , 0.870 , 0.700 , 3.50 ,0,0, 4.00 , 0.15 ,1000, 9.287 ,0.235,0.738,0.148,,,,,,,,,
188,instance_n=20_188,CH,0.2,peak in the middle,very tricky,11,11,11,1,11, 0.031 , 0.031 , 0.969 , 0.242 ,0.85,5, 1.000 , 0.800 , 0.650 , 3.25 ,0,0, 4.00 , 0.15 ,1000, 9.646 ,0.223,0.597,0.094,,,,,,,,,
